时间,标题,链接,标签,公众号
1734179236,报名|比亚迪·中国青年跑南京大学站暨南京大学第六届校园迷你马拉松,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488480&idx=1&sn=f8b6b53f970fa29c8a67754ccb158388&chksm=eaea6fcedd9de6d8971d0ead5b94a7dcb1a60f26e8f8515425d5c396747c6c27ec0b70f03768#rd,0,南大体育
1733924138,勇摘3金2铜，团体总分第一！南京大学乒乓球队省比赛再获佳绩！,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488472&idx=1&sn=e23bd333f3ff1c8f389e70d187184f68&chksm=eaea6ff6dd9de6e097ff650d8cd83554ed7390cbf18042a6a4adde6d4af3ca6270e6f0080fb1#rd,0,南大体育
1733126454,首次出征第18届中国大学生健康活力大赛，我校瑜伽队斩获2金！,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488428&idx=1&sn=d39aa2331e0eab83b33e91bb344c08da&chksm=eaea6f82dd9de694e59fa255b6148f86b0bfa88620ed7de4365323f8b1141dfd17c2e04f2170#rd,0,南大体育
1732257995,赛报|我校啦啦操队在2024年中国大学生啦啦操锦标赛中斩获两项全国第二,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488404&idx=1&sn=a69c8f370f551a5025f1ae30f24bcdcb&chksm=eaea6fbadd9de6ac6681a9569395eb465c052df7f033623135370d8dc5107ebc260efb07cb9d#rd,0,南大体育
1731296131,南京大学“中国邮政杯”第65届田径运动会隆重举行,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488370&idx=1&sn=7aaed1bd16cc68eef052419eec7ec44d&chksm=eaea6f5cdd9de64a1f9649c9786b0411bf39c69679ce43acce1368089ec51854d43fb09665de#rd,0,南大体育
1730720257,南京大学“中国邮政杯”第65届田径运动会开幕式安排与竞赛须知,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488292&idx=1&sn=c961d93360cf5646165a5a4fe336e686&chksm=eaea6f0add9de61cfb32ffaa2435cbf4082762704d2b876f35046efda06f8b27b5d3045c4701#rd,0,南大体育
1730633145,战报|南大普通生游泳队勇闯高原赛场，全国大学生游泳锦标赛喜获两金一银一铜,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488284&idx=1&sn=3b05a432fc17b2f9600942ccd88cb934&chksm=eaea6f32dd9de62428d0cc52628b2852a1d09a95a57116c2a5d6a3584d27716eef2655dd81c2#rd,0,南大体育
1729301939,2024-2025学年第一学期学生体质健康测试通知,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488252&idx=1&sn=af52a4989a21f00e9224890765e5c6a7&chksm=eaea6ed2dd9de7c42cb22d633f20e6d4ecd6df4c0135ee3c0389ae41f2535679bededfd31a3b#rd,0,南大体育
1729000544,定我所向，青春激扬！2024年南京大学迎新定向赛圆满收官！,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488242&idx=1&sn=725f3f512c76f6981827822ce9470189&chksm=eaea6edcdd9de7ca151b55bf3e77ad4e51b993ae40a16e419c930761d97eea260b7444a38350#rd,0,南大体育
1728737194,“定我所向，青春激扬” 南京大学迎新百米定向赛赛前公告,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488240&idx=1&sn=f4933369ab15f2a67c930b4c446a3031&chksm=eaea6ededd9de7c85c4c4d2f31e180ec490cedfaa351caa9ccb4333034d0afe247e95a979b34#rd,0,南大体育
1728468865,南京大学2024-2025学年第一学期“每生一体育俱乐部”活动即将开始,http://mp.weixin.qq.com/s?__biz=MzI2ODcyNTU2OQ==&mid=2247488238&idx=1&sn=b08703bc6dfeb927274ec8e5a4d6efc2&chksm=eaea6ec0dd9de7d6aca3c53a24ff7ceaa67ff3a19f88dba64d09d053535bda75554aebbb379a#rd,0,南大体育
