时间,标题,链接,标签,公众号
1746970200,活动预告 高研院新生午餐会第五十八场 彭增军教授：从事故到故事：新闻与文学的相生相克,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489044&idx=1&sn=e2d155eaba4e5caa4bf3143a59661099&chksm=eba4adbbdcd324ada46dd9a8409a9ca6a0224da8f07ddf8cb7474ff7f73d0bb27caaa38d9f5a#rd,0,南大高研院
1746970200,讲座预告｜数字技术的社会耦合——以智慧养老中的健康服务为例,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489044&idx=2&sn=31aff8516aae8344e227dae21991748c&chksm=eba4adbbdcd324ad9b02de1bf54ed74f3a9ab97a7f3a3fb1ba1db6c915a53190f802faa2f1bc#rd,0,南大高研院
1746758238,《教授请吃饭》重磅回归，这一口真香！,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489031&idx=1&sn=f9c7751a28ea0239f576a44fcf9ae13d&chksm=eba4ada8dcd324be1f8490572bd44c6fd1969a8ed9327889cb18e6a441c6a88b8c77e8952e4a#rd,0,南大高研院
1746758238,活动回顾｜高研院新生午餐会第五十七场 张舒君博士：地区冲突中无人技术非对称安全优势及人类控制权边界,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489031&idx=2&sn=0057b205369df71d94eefa243d7dc066&chksm=eba4ada8dcd324bea596d19c6666c11228d106320f79c22c7706f8d8e906a6bfc20d9e6b3007#rd,0,南大高研院
1746664932,讲座预告｜在“人文社会科学”遇见“科技”之际:香港人本科技生态中促进福祉与包容性创新的最佳实践,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489021&idx=1&sn=4a8364a63be4437340d0c64ffa6c6a1c&chksm=eba4ae52dcd32744e38bc77652180a2e7a9c9ee978cf7ad7ee2fe8c191ee96114076565f53d2#rd,0,南大高研院
1746576833,活动预告｜高研院新生午餐会第五十七场 张舒君博士：地区冲突中无人技术非对称安全优势及人类控制权边界,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247489012&idx=1&sn=e8fd9a27d81e43e17971f6faa885991c&chksm=eba4ae5bdcd3274dbd7c300f7502add38b51543607e2dc27dcac64cd473527e30659dcf95059#rd,0,南大高研院
1746497653,活动预告｜高研院仙林学术午餐会 黄骏副教授：革命肖像画的印行、展现与观感（1949-1965）,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488997&idx=1&sn=d273b7c08d57b491677db85866d708f1&chksm=eba4ae4adcd3275ca259b6e35ee11b9c74b3f3f2ddfcd01c27a003c733323329712e7cac2956#rd,0,南大高研院
1745985494,活动回顾｜高研院新生午餐会第五十六场 刘鹏教授：人工智能的伦理反思,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488990&idx=1&sn=d733f4071616961ef843a09eaf66a3df&chksm=eba4ae71dcd327671e67b4901b0d67c5f74408d56e9b285234d24d0480dd053f9ee60fa2b9de#rd,0,南大高研院
1745907462,招聘 | 南京大学高研院2025年（下半年）短期驻院学者（校内短驻）招聘启事,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488982&idx=1&sn=de3af5db48a892d9a9f884496b2813f6&chksm=eba4ae79dcd3276f9deb4bd2b6531b2a859287a3ee163c68ea8b9b388742bcd7efdc3e3a1b24#rd,0,南大高研院
1745824549,招聘｜南京大学高研院2025年下半年短期访问学者招聘启事,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488977&idx=1&sn=cbdbee680e92c7a04160e3a42c1eb938&chksm=eba4ae7edcd327684e91953c7b988b1a58beba6b1d75acbce3d1dd35696fd0a75256cff41544#rd,0,南大高研院
1745563236,活动预告｜高研院新生午餐会第五十六场 刘鹏教授：人工智能的伦理反思,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488970&idx=1&sn=e0ffc5763f2cc1876f012bbe3134ed7f&chksm=eba4ae65dcd32773b4c3610ce7a35a7878fe752ede68554e7b6ad9805dff85b68c46fe3da58e#rd,0,南大高研院
1745466752,"活动回顾｜""文本·历史·翻译：中西交流视域下的外国文学研究""青年学术工作坊在南京大学举办",http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488962&idx=1&sn=f388ce55a31589525e4d11b5b7770473&chksm=eba4ae6ddcd3277b62addb374f0189dcf12923d617841171d20ce628fc1f315e4ef942170781#rd,0,南大高研院
1745396130,活动回顾｜高研院新生午餐会第五十五场 庄永志副教授：非虚构是个什么鬼？,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488953&idx=1&sn=142a4b93d0d8058cf55a074e74362c31&chksm=eba4ae16dcd32700063b90cd00b06d650ebc658659fa62d788679355efbfe2c0c296378b0c13#rd,0,南大高研院
1745146106,活动预告｜Kyoo Lee教授：《威尼斯商人》的当代隐喻,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488942&idx=1&sn=eeef51a1011b1956e5189bfe11593b41&chksm=eba4ae01dcd3271733fb36d398f06c5e4a9e43cb22099283c681e122cb4e57ceb982ac156d93#rd,0,南大高研院
1745031078,讲座回顾 | 麦笛(Dirk Meyer)：古籍重现：对早期中国研究中手稿获取伦理的批判性反思,http://mp.weixin.qq.com/s?__biz=MzI4MTY1MjkyOA==&mid=2247488934&idx=1&sn=316b12ef7e2b252a9df903b1717c34d8&chksm=eba4ae09dcd3271faf700f8d271306737b43472c99a9a7ad6daa560ef3de86ff36242c6731ff#rd,0,南大高研院
