时间,标题,链接,标签,公众号
1744443157,2025 EL程序设计大赛来啦！,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494611&idx=1&sn=00b2f8d355fd36ec65f570a22203e430&chksm=c0c828b4f7bfa1a20f7d88144d53b1686a8d067b533c2c50c3011414439a47bfe796943f56ea#rd,0,南京大学健雄书院
1744374782,活动回顾 | “南大—泾源”青少年国学启蒙班春季开班仪式暨开班第一课,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494609&idx=1&sn=cc83b32b5b50758f0f3d007ad4cdbbfd&chksm=c0c828b6f7bfa1a06188f6b8a86c4760b06359ca9c9803da8c6bacb43cb27b20955eaf5fb582#rd,0,南京大学健雄书院
1743991998,向新行读课堂第五期 | 对话中国芯，践行强国志——南京大学健雄书院师生参访龙芯中科（南京）技术有限公司,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494607&idx=1&sn=4a14e18d37d2ee07425004d19bc0d2d4&chksm=c0c828a8f7bfa1be301279cdab68b1e506bcc01769f55a842c31f651cb49adcfe44dd6b6adea#rd,0,南京大学健雄书院
1743172225,亦师亦友，携手同行 | 健雄书院2024级朋辈导师工作简报第二期,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494565&idx=1&sn=b725d2caffeaeebfc4560cfac8d5750a&chksm=c0c828c2f7bfa1d4acdd0426e4608e236b732505490ff8bd6d5e5c5939acc393d626694c55c5#rd,0,南京大学健雄书院
1743003692,探觅文献，智驭工具 | 健雄书院“启新工作坊”第六期主题分享会顺利开展,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494537&idx=1&sn=2f322a7b13a044a8b47b9e8efe3e0e37&chksm=c0c828eef7bfa1f83a483e1f4603564f633f9784c12fa8b8ca7c48fc5b4ec644b104b2a3d0ca#rd,0,南京大学健雄书院
1742287762,探秘学术资源，驾驭科研工具 | “启新工作坊”第六期——“破茧”信息素养讲师团助你启航早期科研之旅！,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494427&idx=1&sn=b77558fd748d68b938101b4c86ebd6e1&chksm=c0c8287cf7bfa16a28a8aacea2a080ed6cd77efb7f100b885ca9c5848c4b5c08b4516adce2ed#rd,0,南京大学健雄书院
1742217519,“球”进之路，无畏前行 | “健雄杯”热血开赛！,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494400&idx=1&sn=09e87a75060e8152958dc7dd114337ad&chksm=c0c82867f7bfa171c0d6458118731da8cf0f99e6bae94370cc1b3993b4fecdbd5f84a66aa4f7#rd,0,南京大学健雄书院
1742116144,哲思传文脉，科技拓新程 | 2025春季学期青少年国学启蒙班志愿者招募开始啦～,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494367&idx=1&sn=76599e64074abe0c9ef38ad777478c53&chksm=c0c829b8f7bfa0ae11d97a0410b2395d0f15075c0b20852ef9e2edaeaf7115929cc7b34661af#rd,0,南京大学健雄书院
1740623574,推明德教 泽溉万方——致敬“大先生”系列展之走近吴健雄开幕,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494336&idx=1&sn=3183c0e9d4ef8033f5a7c29f44fb426f&chksm=c0c829a7f7bfa0b108e76258f418227f85dac1bbb7b5fe98b8bc91232622cbbf14bc70ebbd59#rd,0,南京大学健雄书院
1739168519,阖家团圆景，福运满溢时 | 健雄书院 “新春气象” 摄影征集活动,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494320&idx=1&sn=3ca7efde046d658e8d277f84a1a527e7&chksm=c0c829d7f7bfa0c1889c63398103644b35201f3154d1a9da36c0b38f2b4c4270a8ee868be014#rd,0,南京大学健雄书院
1738683028,小熊驿站 | 充实寒假，五育润心——小蓝鲸成长计划正行进,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494276&idx=1&sn=26da5b5cdb1d51f56709e7c4c7e2ae3b&chksm=c0c829e3f7bfa0f5a33c61a1c5e4c9aa7cce151d9b4317cc00400ba591238b97632173d467a0#rd,0,南京大学健雄书院
1738063782,南京大学健雄书院恭祝大家新年快乐，巳巳如意！,http://mp.weixin.qq.com/s?__biz=MzkwODQwMDEzNg==&mid=2247494275&idx=1&sn=4b76b47923d1fee4a238fb000d5e695c&chksm=c0c829e4f7bfa0f252453d0ac9bd02068ee923c36f791d1f1979d5a35c92129116d8d8a20d8e#rd,0,南京大学健雄书院
